<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.03.06	10:05:00	76869	76943	76801	76827	1880	0	53
2026.03.06	10:10:00	76827	76848	76744	76790	1800	0	44
2026.03.06	10:15:00	76787	76890	76763	76857	1855	0	47
2026.03.06	10:20:00	76860	76870	76744	76826	1852	0	49
2026.03.06	10:25:00	76826	76864	76673	76704	2182	0	49
2026.03.06	10:30:00	76706	76799	76640	76777	2042	0	49
2026.03.06	10:35:00	76777	76820	76737	76811	1529	0	53
2026.03.06	10:40:00	76811	76823	76763	76816	992	0	52
2026.03.06	10:45:00	76819	76924	76809	76857	1380	0	49
2026.03.06	10:50:00	76857	76919	76843	76858	1245	0	49
2026.03.06	10:55:00	76858	76902	76826	76869	1605	0	49
2026.03.06	11:00:00	76869	76893	76791	76828	2094	0	46
2026.03.06	11:05:00	76828	76879	76749	76805	1869	0	44
2026.03.06	11:10:00	76807	76873	76747	76822	1965	0	46
2026.03.06	11:15:00	76822	76940	76773	76924	2107	0	46
2026.03.06	11:20:00	76924	76953	76788	76848	2045	0	44
2026.03.06	11:25:00	76851	76954	76838	76937	1735	0	44
2026.03.06	11:30:00	76934	77016	76908	76964	1951	0	51
2026.03.06	11:35:00	76962	76980	76723	76784	2813	0	56
2026.03.06	11:40:00	76784	76909	76777	76892	1843	0	58
2026.03.06	11:45:00	76892	76925	76773	76846	2000	0	48
2026.03.06	11:50:00	76844	76892	76759	76867	2438	0	49
2026.03.06	11:55:00	76867	76909	76753	76804	1983	0	44
2026.03.06	12:00:00	76804	76842	76695	76719	2179	0	44
2026.03.06	12:05:00	76719	76769	76608	76759	2391	0	49
2026.03.06	12:10:00	76761	76817	76676	76699	2282	0	46
2026.03.06	12:15:00	76699	76723	76625	76640	1536	0	51
2026.03.06	12:20:00	76640	76701	76592	76682	1783	0	49
2026.03.06	12:25:00	76682	76855	76650	76766	1960	0	46
2026.03.06	12:30:00	76765	76848	76735	76771	2210	0	52
2026.03.06	12:35:00	76768	76816	76732	76804	1529	0	56
2026.03.06	12:40:00	76804	76823	76701	76720	1502	0	53
2026.03.06	12:45:00	76720	76847	76710	76812	1882	0	51
2026.03.06	12:50:00	76813	76875	76777	76850	1818	0	49
2026.03.06	12:55:00	76850	76887	76769	76852	1731	0	51
2026.03.06	13:00:00	76850	76865	76752	76767	1576	0	54
2026.03.06	13:05:00	76767	76842	76714	76829	2103	0	51
2026.03.06	13:10:00	76829	76840	76699	76798	2367	0	44
2026.03.06	13:15:00	76798	76876	76785	76852	1631	0	51
2026.03.06	13:20:00	76852	76973	76835	76933	1523	0	51
2026.03.06	13:25:00	76933	76953	76913	76925	1431	0	51
2026.03.06	13:30:00	76925	77008	76868	76918	1799	0	52
2026.03.06	13:35:00	76918	76923	76864	76903	1470	0	51
2026.03.06	13:40:00	76903	76910	76762	76785	2607	0	46
2026.03.06	13:45:00	76788	76875	76780	76839	1924	0	46
2026.03.06	13:50:00	76839	76873	76734	76760	2139	0	46
2026.03.06	13:55:00	76760	76814	76540	76758	3773	0	42
2026.03.06	14:00:00	76758	76888	76743	76841	3004	0	42
2026.03.06	14:05:00	76841	76915	76797	76900	2399	0	49
2026.03.06	14:10:00	76900	76965	76881	76939	2577	0	44
2026.03.06	14:15:00	76939	77016	76906	76997	1930	0	51
2026.03.06	14:20:00	76997	77014	76908	76927	2268	0	56
2026.03.06	14:25:00	76930	76950	76851	76873	1893	0	51
2026.03.06	14:30:00	76873	76923	76798	76907	2338	0	56
2026.03.06	14:35:00	76907	76986	76865	76964	2313	0	55
2026.03.06	14:40:00	76962	76977	76826	76966	2670	0	44
2026.03.06	14:45:00	76966	76984	76871	76896	1802	0	58
2026.03.06	14:50:00	76896	76928	76825	76845	1867	0	54
2026.03.06	14:55:00	76845	76930	76767	76814	2696	0	54
2026.03.06	15:00:00	76816	76829	76625	76721	5190	0	53
2026.03.06	15:05:00	76718	76730	76555	76634	3947	0	48
2026.03.06	15:10:00	76631	76703	76570	76642	3628	0	49
2026.03.06	15:15:00	76642	76770	76624	76725	3149	0	51
2026.03.06	15:20:00	76723	76862	76685	76848	3488	0	48
2026.03.06	15:25:00	76848	76921	76541	76563	2828	0	51
2026.03.06	15:30:00	76563	77354	76503	77219	5841	0	69
2026.03.06	15:35:00	77219	77368	77096	77203	4939	0	68
2026.03.06	15:40:00	77203	77298	77084	77215	4105	0	68
2026.03.06	15:45:00	77220	77371	77131	77306	4701	0	49
2026.03.06	15:50:00	77306	77402	77126	77165	5123	0	46
2026.03.06	15:55:00	77165	77190	76767	76944	4774	0	41
2026.03.06	16:00:00	76944	77165	76856	76971	4761	0	39
2026.03.06	16:05:00	76969	77017	76871	76986	3776	0	12
2026.03.06	16:10:00	76986	77108	76900	77049	3799	0	12
2026.03.06	16:15:00	77050	77106	76921	77097	3811	0	10
2026.03.06	16:20:00	77093	77252	77003	77245	3774	0	10
2026.03.06	16:25:00	77245	77249	77131	77170	2959	0	12
2026.03.06	16:30:00	77170	77309	77046	77151	5743	0	13
2026.03.06	16:35:00	77151	77212	76858	76902	6303	0	12
2026.03.06	16:40:00	76900	77030	76787	76874	6358	0	12
2026.03.06	16:45:00	76874	77031	76798	76879	6408	0	12
2026.03.06	16:50:00	76881	77048	76844	77014	5446	0	12
2026.03.06	16:55:00	77014	77443	76972	77403	4927	0	13
2026.03.06	17:00:00	77403	77673	77217	77529	6526	0	0
2026.03.06	17:05:00	77529	77693	77455	77593	6085	0	12
2026.03.06	17:10:00	77593	77671	77391	77494	5889	0	12
2026.03.06	17:15:00	77494	77585	77411	77558	4934	0	12
2026.03.06	17:20:00	77558	77787	77530	77731	4928	0	12
2026.03.06	17:25:00	77731	77858	77623	77694	5262	0	12
2026.03.06	17:30:00	77694	77767	77539	77558	4376	0	13
2026.03.06	17:35:00	77557	77696	77537	77606	3870	0	11
2026.03.06	17:40:00	77606	77719	77541	77612	4224	0	13
2026.03.06	17:45:00	77612	77667	77469	77508	4140	0	10
2026.03.06	17:50:00	77511	77573	77408	77501	3814	0	10
2026.03.06	17:55:00	77501	77567	77432	77466	4204	0	12
2026.03.06	18:00:00	77465	77552	77428	77498	3804	0	12
2026.03.06	18:05:00	77498	77521	77396	77442	3637	0	13
2026.03.06	18:10:00	77443	77468	77322	77446	3651	0	7
2026.03.06	18:15:00	77446	77578	77426	77498	3563	0	7
2026.03.06	18:20:00	77501	77529	77363	77386	3414	0	13
2026.03.06	18:25:00	77386	77425	77311	77393	3155	0	12
2026.03.06	18:30:00	77394	77455	77286	77358	3442	0	12
2026.03.06	18:35:00	77356	77405	77210	77232	3952	0	12
2026.03.06	18:40:00	77232	77385	77152	77372	3128	0	12
2026.03.06	18:45:00	77372	77444	77308	77365	3211	0	12
2026.03.06	18:50:00	77365	77472	77334	77373	3774	0	13
2026.03.06	18:55:00	77373	77426	77190	77365	3817	0	13
2026.03.06	19:00:00	77365	77386	77212	77226	3514	0	15
2026.03.06	19:05:00	77227	77353	77167	77323	3556	0	25
2026.03.06	19:10:00	77323	77383	77292	77361	3512	0	24
2026.03.06	19:15:00	77361	77448	77282	77410	3296	0	24
2026.03.06	19:20:00	77410	77455	77331	77423	3167	0	25
2026.03.06	19:25:00	77420	77496	77346	77458	3088	0	24
2026.03.06	19:30:00	77458	77582	77403	77569	2942	0	24
2026.03.06	19:35:00	77569	77578	77453	77490	2777	0	24
2026.03.06	19:40:00	77490	77498	77356	77388	2937	0	25
2026.03.06	19:45:00	77388	77429	77325	77362	2724	0	24
2026.03.06	19:50:00	77362	77417	77296	77326	2343	0	24
2026.03.06	19:55:00	77326	77431	77289	77425	2191	0	25
2026.03.06	20:00:00	77425	77482	77358	77443	2826	0	25
2026.03.06	20:05:00	77443	77500	77397	77456	2522	0	24
2026.03.06	20:10:00	77441	77486	77397	77446	2708	0	25
2026.03.06	20:15:00	77446	77451	77381	77405	2271	0	25
2026.03.06	20:20:00	77405	77504	77376	77450	3030	0	25
2026.03.06	20:25:00	77450	77509	77428	77489	3100	0	24
2026.03.06	20:30:00	77492	77521	77450	77512	2352	0	25
2026.03.06	20:35:00	77512	77620	77467	77570	2120	0	25
2026.03.06	20:40:00	77570	77685	77509	77678	2148	0	25
2026.03.06	20:45:00	77680	77723	77626	77666	2345	0	25
2026.03.06	20:50:00	77666	77690	77606	77622	1856	0	25
2026.03.06	20:55:00	77624	77722	77605	77680	1739	0	20
2026.03.06	21:00:00	77680	77756	77653	77725	2408	0	22
2026.03.06	21:05:00	77725	77794	77652	77755	2533	0	25
2026.03.06	21:10:00	77756	77784	77691	77752	1905	0	25
2026.03.06	21:15:00	77752	77818	77731	77768	1825	0	25
2026.03.06	21:20:00	77768	77805	77670	77738	2388	0	25
2026.03.06	21:25:00	77738	77744	77657	77671	1834	0	25
2026.03.06	21:30:00	77671	77712	77641	77676	1834	0	25
2026.03.06	21:35:00	77678	77694	77555	77590	2147	0	25
2026.03.06	21:40:00	77590	77641	77545	77562	2202	0	25
2026.03.06	21:45:00	77562	77625	77537	77594	2237	0	25
2026.03.06	21:50:00	77594	77649	77577	77627	1702	0	25
2026.03.06	21:55:00	77628	77637	77547	77580	1722	0	25
2026.03.06	22:00:00	77580	77623	77519	77529	1945	0	25
2026.03.06	22:05:00	77529	77604	77528	77569	1686	0	25
2026.03.06	22:10:00	77569	77569	77490	77512	2184	0	25
2026.03.06	22:15:00	77512	77555	77498	77507	1857	0	25
2026.03.06	22:20:00	77507	77569	77470	77559	1524	0	25
2026.03.06	22:25:00	77559	77592	77477	77489	1723	0	25
2026.03.06	22:30:00	77489	77531	77448	77451	1888	0	25
2026.03.06	22:35:00	77451	77522	77424	77514	1737	0	25
2026.03.06	22:40:00	77514	77607	77479	77547	2719	0	25
2026.03.06	22:45:00	77546	77576	77525	77575	1754	0	25
2026.03.06	22:50:00	77573	77590	77485	77528	1819	0	25
2026.03.06	22:55:00	77528	77529	77443	77483	2549	0	25
2026.03.06	23:00:00	77482	77605	77446	77597	1178	0	25
2026.03.06	23:05:00	77597	77692	77597	77623	1101	0	25
2026.03.06	23:10:00	77623	77695	77617	77660	866	0	25
2026.03.06	23:15:00	77660	77737	77652	77726	818	0	25
2026.03.06	23:20:00	77726	77740	77709	77709	318	0	25
2026.03.06	23:25:00	77709	77736	77663	77706	429	0	25
2026.03.06	23:30:00	77703	77749	77674	77747	480	0	27
2026.03.06	23:35:00	77747	77759	77720	77741	414	0	30
2026.03.06	23:40:00	77740	77752	77706	77736	605	0	25
2026.03.06	23:45:00	77736	77759	77717	77745	710	0	25
2026.03.06	23:50:00	77745	77763	77730	77749	826	0	26
2026.03.06	23:55:00	77749	77824	77733	77762	412	0	25
2026.03.09	00:00:00	77850	77987	77776	77987	67	0	62
2026.03.09	00:05:00	77992	78170	77992	78168	54	0	10
2026.03.09	00:10:00	78168	78170	77972	78004	38	0	10
2026.03.09	00:15:00	78004	78068	77950	78043	71	0	10
2026.03.09	00:20:00	78043	78185	78043	78182	60	0	10
2026.03.09	00:25:00	78182	78229	78180	78224	54	0	10
2026.03.09	00:30:00	78224	78239	78180	78239	75	0	10
2026.03.09	00:35:00	78239	78251	78234	78249	73	0	10
2026.03.09	00:40:00	78249	78273	78244	78249	35	0	10
2026.03.09	00:45:00	78249	78249	78192	78244	82	0	10
2026.03.09	00:50:00	78244	78249	78224	78226	74	0	10
2026.03.09	00:55:00	78226	78229	78222	78229	50	0	10
2026.03.09	01:00:00	77594	77696	77313	77440	2626	0	15
2026.03.09	01:05:00	77442	77509	77298	77408	2346	0	10
2026.03.09	01:10:00	77408	77422	77086	77222	2472	0	10
2026.03.09	01:15:00	77222	77298	77165	77188	1652	0	10
2026.03.09	01:20:00	77188	77311	77136	77188	1733	0	10
2026.03.09	01:25:00	77188	77310	77126	77304	1830	0	10
2026.03.09	01:30:00	77303	77312	77147	77154	1739	0	10
2026.03.09	01:35:00	77154	77168	76706	76791	2412	0	10
2026.03.09	01:40:00	76795	76881	76407	76839	2680	0	10
2026.03.09	01:45:00	76838	76914	76564	76737	2770	0	10
2026.03.09	01:50:00	76747	76879	76661	76754	2257	0	10
2026.03.09	01:55:00	76756	77027	76703	76962	2226	0	10
2026.03.09	02:00:00	76962	77025	76699	76828	2615	0	10
2026.03.09	02:05:00	76828	76835	76620	76714	2314	0	10
2026.03.09	02:10:00	76714	76745	76342	76461	3070	0	10
2026.03.09	02:15:00	76461	76606	76414	76511	2652	0	10
2026.03.09	02:20:00	76518	76809	76468	76708	2596	0	10
2026.03.09	02:25:00	76708	76747	76606	76699	2339	0	10
2026.03.09	02:30:00	76701	76889	76667	76753	2346	0	10
2026.03.09	02:35:00	76753	76906	76734	76856	2123	0	10
2026.03.09	02:40:00	76856	76876	76733	76816	2170	0	10
2026.03.09	02:45:00	76816	76888	76525	76701	2946	0	10
2026.03.09	02:50:00	76707	76777	76592	76639	2645	0	10
2026.03.09	02:55:00	76639	76791	76574	76764	2520	0	6
2026.03.09	03:00:00	76764	76795	76242	76548	4086	0	10
2026.03.09	03:05:00	76548	76926	76470	76801	3388	0	10
2026.03.09	03:10:00	76807	77144	76733	77107	3148	0	10
2026.03.09	03:15:00	77107	77376	77070	77236	3173	0	0
2026.03.09	03:20:00	77236	77343	77180	77284	2889	0	5
2026.03.09	03:25:00	77286	77297	77079	77114	2050	0	10
2026.03.09	03:30:00	77114	77288	77097	77160	2591	0	10
2026.03.09	03:35:00	77160	77191	77038	77107	2558	0	10
2026.03.09	03:40:00	77110	77258	77064	77237	2525	0	8
2026.03.09	03:45:00	77235	77273	77099	77244	2434	0	5
2026.03.09	03:50:00	77244	77279	77019	77179	2678	0	10
2026.03.09	03:55:00	77176	77220	77102	77116	2499	0	10
2026.03.09	04:00:00	77116	77126	76869	77016	2623	0	0
2026.03.09	04:05:00	77016	77325	76965	77299	2670	0	10
2026.03.09	04:10:00	77297	77516	77261	77396	2675	0	10
2026.03.09	04:15:00	77397	77445	77252	77304	2469	0	10
2026.03.09	04:20:00	77304	77321	77198	77262	2209	0	10
2026.03.09	04:25:00	77262	77286	77169	77230	1933	0	10
2026.03.09	04:30:00	77230	77410	77189	77266	3058	0	10
2026.03.09	04:35:00	77266	77352	77179	77280	2626	0	10
2026.03.09	04:40:00	77282	77343	77136	77300	2463	0	10
2026.03.09	04:45:00	77300	77442	77277	77367	2339	0	10
2026.03.09	04:50:00	77364	77428	77291	77400	2151	0	10
2026.03.09	04:55:00	77402	77441	77301	77345	2008	0	10
2026.03.09	05:00:00	77345	77426	77262	77346	2383	0	8
2026.03.09	05:05:00	77345	77390	77272	77295	2066	0	10
2026.03.09	05:10:00	77297	77353	77203	77277	2659	0	10
2026.03.09	05:15:00	77277	77401	77258	77353	2118	0	10
2026.03.09	05:20:00	77353	77434	77342	77365	1868	0	10
2026.03.09	05:25:00	77364	77499	77241	77270	2483	0	10
2026.03.09	05:30:00	77270	77395	77258	77366	2314	0	10
2026.03.09	05:35:00	77366	77421	77266	77289	2061	0	10
2026.03.09	05:40:00	77289	77339	77230	77326	1817	0	10
2026.03.09	05:45:00	77326	77433	77322	77417	1563	0	10
2026.03.09	05:50:00	77417	77437	77350	77393	1475	0	10
2026.03.09	05:55:00	77393	77434	77362	77405	1181	0	10
2026.03.09	06:00:00	77405	77422	77309	77363	1508	0	10
2026.03.09	06:05:00	77363	77488	77319	77420	1673	0	10
2026.03.09	06:10:00	77420	77457	77370	77392	1546	0	10
2026.03.09	06:15:00	77394	77429	77356	77404	1151	0	10
2026.03.09	06:20:00	77404	77440	77369	77394	999	0	10
2026.03.09	06:25:00	77394	77449	77330	77370	1225	0	10
2026.03.09	06:30:00	77372	77414	77326	77393	1429	0	10
2026.03.09	06:35:00	77393	77410	77330	77347	1351	0	10
2026.03.09	06:40:00	77347	77415	77333	77401	1285	0	10
2026.03.09	06:45:00	77401	77433	77304	77415	1371	0	10
2026.03.09	06:50:00	77415	77427	77328	77352	1163	0	10
2026.03.09	06:55:00	77352	77455	77352	77432	1128	0	10
2026.03.09	07:00:00	77432	77511	77297	77473	2151	0	10
2026.03.09	07:05:00	77472	77547	77366	77388	2322	0	10
2026.03.09	07:10:00	77388	77498	77358	77442	1524	0	10
2026.03.09	07:15:00	77440	77485	77307	77326	1811	0	10
2026.03.09	07:20:00	77326	77425	77188	77276	3707	0	10
2026.03.09	07:25:00	77276	77337	77166	77188	3021	0	10
2026.03.09	07:30:00	77188	77406	77080	77352	3965	0	10
2026.03.09	07:35:00	77349	77491	77326	77413	3301	0	10
2026.03.09	07:40:00	77420	77641	77395	77621	3455	0	10
2026.03.09	07:45:00	77621	77828	77572	77716	4306	0	10
2026.03.09	07:50:00	77716	77768	77504	77550	4110	0	10
2026.03.09	07:55:00	77550	77624	77483	77597	3525	0	10
2026.03.09	08:00:00	77597	77666	77470	77548	3692	0	12
2026.03.09	08:05:00	77548	77739	77538	77673	3884	0	12
2026.03.09	08:10:00	77673	77727	77629	77688	3175	0	12
2026.03.09	08:15:00	77688	77736	77646	77656	2741	0	12
2026.03.09	08:20:00	77656	77740	77611	77677	2609	0	12
2026.03.09	08:25:00	77677	77757	77626	77721	2148	0	12
2026.03.09	08:30:00	77721	77774	77645	77655	2683	0	13
2026.03.09	08:35:00	77655	77691	77507	77558	2932	0	10
2026.03.09	08:40:00	77558	77589	77381	77414	3033	0	12
2026.03.09	08:45:00	77414	77514	77340	77433	2837	0	12
2026.03.09	08:50:00	77431	77507	77343	77395	2495	0	12
2026.03.09	08:55:00	77395	77479	77301	77307	2139	0	12
2026.03.09	09:00:00	77307	77373	77178	77287	3306	0	12
2026.03.09	09:05:00	77288	77329	77184	77282	2676	0	13
2026.03.09	09:10:00	77282	77374	77253	77298	1906	0	12
2026.03.09	09:15:00	77298	77400	77268	77345	2142	0	10
2026.03.09	09:20:00	77350	77474	77336	77454	1900	0	10
2026.03.09	09:25:00	77454	77468	77346	77436	1773	0	12
2026.03.09	09:30:00	77436	77476	77327	77367	1848	0	11
2026.03.09	09:35:00	77367	77425	77291	77311	2123	0	5
2026.03.09	09:40:00	77311	77392	77277	77284	1652	0	10
2026.03.09	09:45:00	77284	77294	77190	77243	2045	0	12
2026.03.09	09:50:00	77243	77308	77219	77267	1632	0	10
2026.03.09	09:55:00	77267	77338	77235	77294	1500	0	10
2026.03.09	10:00:00	77294	77468	77289	77440	2936	0	10
2026.03.09	10:05:00	77440	77467	77311	77355	2651	0	12
2026.03.09	10:10:00	77355	77421	77326	77350	2521	0	12
2026.03.09	10:15:00	77350	77484	77274	77413	2780	0	12
2026.03.09	10:20:00	77413	77449	77351	77430	2177	0	13
2026.03.09	10:25:00	77430	77502	77376	77405	1871	0	12
2026.03.09	10:30:00	77405	77475	77317	77426	2567	0	12
2026.03.09	10:35:00	77427	77464	77370	77397	1938	0	12
2026.03.09	10:40:00	77398	77432	77316	77334	1876	0	10
2026.03.09	10:45:00	77334	77473	77278	77470	2308	0	10
2026.03.09	10:50:00	77470	77501	77387	77399	2203	0	12
2026.03.09	10:55:00	77399	77473	77341	77408	1774	0	10
2026.03.09	11:00:00	77407	77509	77357	77368	2034	0	13
2026.03.09	11:05:00	77368	77601	77338	77555	2682	0	12
2026.03.09	11:10:00	77555	77665	77545	77593	2240	0	10
2026.03.09	11:15:00	77593	77692	77570	77633	2106	0	10
2026.03.09	11:20:00	77633	77701	77572	77599	2306	0	10
2026.03.09	11:25:00	77599	77736	77566	77711	2940	0	10
2026.03.09	11:30:00	77711	77821	77629	77666	3217	0	10
2026.03.09	11:35:00	77668	77715	77552	77578	3824	0	12
2026.03.09	11:40:00	77577	77626	77351	77370	3108	0	12
2026.03.09	11:45:00	77370	77442	77265	77369	3008	0	12
2026.03.09	11:50:00	77369	77472	77327	77440	2454	0	3
2026.03.09	11:55:00	77439	77479	77386	77468	1705	0	10
2026.03.09	12:00:00	77468	77522	77406	77482	2364	0	11
2026.03.09	12:05:00	77482	77544	77446	77531	2112	0	12
2026.03.09	12:10:00	77533	77593	77520	77566	1521	0	10
2026.03.09	12:15:00	77566	77584	77427	77441	1550	0	10
2026.03.09	12:20:00	77441	77516	77410	77453	1844	0	10
2026.03.09	12:25:00	77453	77495	77330	77366	1423	0	10
2026.03.09	12:30:00	77366	77371	77221	77257	2724	0	10
2026.03.09	12:35:00	77257	77302	77189	77280	2276	0	10
2026.03.09	12:40:00	77280	77405	77265	77317	2146	0	12
2026.03.09	12:45:00	77317	77351	77239	77285	1932	0	13
2026.03.09	12:50:00	77285	77376	77180	77356	2472	0	12
2026.03.09	12:55:00	77356	77363	77188	77193	1911	0	12
2026.03.09	13:00:00	77193	77347	77176	77305	2307	0	12
2026.03.09	13:05:00	77305	77332	77235	77267	2080	0	12
2026.03.09	13:10:00	77267	77304	77201	77211	1722	0	12
2026.03.09	13:15:00	77211	77250	77163	77203	1821	0	12
2026.03.09	13:20:00	77203	77246	77072	77175	2129	0	12
2026.03.09	13:25:00	77175	77217	77094	77184	2057	0	12
2026.03.09	13:30:00	77184	77253	77098	77144	1758	0	12
2026.03.09	13:35:00	77142	77250	77118	77225	1832	0	12
2026.03.09	13:40:00	77225	77251	77124	77153	2013	0	12
2026.03.09	13:45:00	77153	77217	77120	77161	1787	0	13
2026.03.09	13:50:00	77164	77250	77128	77232	1669	0	12
2026.03.09	13:55:00	77232	77313	77210	77213	1621	0	12
2026.03.09	14:00:00	77213	77314	77184	77242	2463	0	13
2026.03.09	14:05:00	77242	77301	77201	77277	1892	0	12
2026.03.09	14:10:00	77277	77307	77214	77260	1686	0	12
2026.03.09	14:15:00	77260	77319	77222	77275	2093	0	12
2026.03.09	14:20:00	77274	77396	77251	77348	2046	0	12
2026.03.09	14:25:00	77348	77433	77318	77421	1657	0	13
2026.03.09	14:30:00	77421	77445	77339	77357	2089	0	13
2026.03.09	14:35:00	77357	77397	77314	77372	2052	0	12
2026.03.09	14:40:00	77372	77449	77313	77439	1717	0	12
2026.03.09	14:45:00	77440	77449	77329	77339	1804	0	13
2026.03.09	14:50:00	77337	77380	77288	77297	2188	0	12
2026.03.09	14:55:00	77298	77355	77256	77276	2099	0	12
2026.03.09	15:00:00	77276	77314	77156	77250	3500	0	13
2026.03.09	15:05:00	77250	77291	77142	77210	2775	0	13
2026.03.09	15:10:00	77210	77229	77040	77097	2540	0	13
2026.03.09	15:15:00	77097	77209	77070	77108	2947	0	12
2026.03.09	15:20:00	77108	77157	77028	77073	2939	0	12
2026.03.09	15:25:00	77073	77162	77019	77106	2706	0	12
2026.03.09	15:30:00	77106	77344	77046	77302	4624	0	13
2026.03.09	15:35:00	77302	77348	77113	77175	4749	0	12
2026.03.09	15:40:00	77175	77215	76871	76899	4732	0	12
2026.03.09	15:45:00	76899	77047	76788	77012	4520	0	12
2026.03.09	15:50:00	77012	77050	76857	76964	4732	0	12
2026.03.09	15:55:00	76964	77023	76809	76913	5106	0	13
2026.03.09	16:00:00	76913	77096	76878	77035	4818	0	12
2026.03.09	16:05:00	77035	77134	76869	76962	5204	0	13
2026.03.09	16:10:00	76962	77037	76791	76941	4845	0	12
2026.03.09	16:15:00	76941	77022	76803	76975	4712	0	12
2026.03.09	16:20:00	76975	77045	76834	76986	4106	0	12
2026.03.09	16:25:00	76986	77049	76910	76983	4633	0	10
2026.03.09	16:30:00	76982	77117	76927	77079	4159	0	12
2026.03.09	16:35:00	77079	77179	77029	77143	4054	0	12
2026.03.09	16:40:00	77145	77403	77122	77354	4127	0	12
2026.03.09	16:45:00	77354	77412	77179	77212	3462	0	12
2026.03.09	16:50:00	77210	77268	77047	77110	3805	0	12
2026.03.09	16:55:00	77110	77172	77019	77129	3705	0	12
2026.03.09	17:00:00	77129	77142	76931	76989	3815	0	12
2026.03.09	17:05:00	76989	77028	76862	76891	3245	0	12
2026.03.09	17:10:00	76889	77022	76837	77007	3307	0	12
2026.03.09	17:15:00	77007	77055	76879	76929	3221	0	13
2026.03.09	17:20:00	76929	77055	76890	77051	2824	0	13
2026.03.09	17:25:00	77051	77093	77022	77083	2229	0	12
2026.03.09	17:30:00	77083	77146	77061	77109	2668	0	13
2026.03.09	17:35:00	77110	77156	77063	77093	2578	0	12
2026.03.09	17:40:00	77093	77175	77055	77101	2503	0	12
2026.03.09	17:45:00	77101	77144	77077	77098	2597	0	12
2026.03.09	17:50:00	77101	77191	77090	77140	2448	0	12
2026.03.09	17:55:00	77140	77210	77131	77153	2256	0	12
